,基金代码,拼音缩写,基金简称,基金类型,拼音全称
3529,005106,YHNYCYGPFQSA,银华农业产业股票发起式A,股票型,YINHUANONGYECHANYEGUPIAOFAQISHIA
3530,005107,GFTLHBETFB,广发添利货币ETFB,货币型,GUANGFATIANLIHUOBIETFB
3531,005108,YXYFSLYX,圆信永丰双利优选,混合型-灵活,YUANXINYONGFENGSHUANGLIYOUXUAN
3532,005109,HADCLHHA,汇安多策略混合A,混合型-灵活,HUIANDUOCELUEHUNHEA
3533,005110,HADCLHHC,汇安多策略混合C,混合型-灵活,HUIANDUOCELUEHUNHEC
3534,005111,TKQLLHJZJXHHC,泰康泉林量化价值精选混合C,混合型-偏股,TAIKANGQUANLINLIANGHUAJIAZHIJINGXUANHUNHEC
3535,005112,YHZZQZYYWS,银华中证全指医药卫生,指数型-股票,YINHUAZHONGZHENGQUANZHIYIYAOWEISHENG
3536,005113,PAHS300ZSLHA,平安沪深300指数量化A,指数型-股票,PINGANHUSHEN300ZHISHULIANGHUAA
3537,005114,PAHS300ZSLHC,平安沪深300指数量化C,指数型-股票,PINGANHUSHEN300ZHISHULIANGHUAC
3538,005117,JXJZJXHHA,金信价值精选混合A,混合型-灵活,JINXINJIAZHIJINGXUANHUNHEA
3539,005118,JXJZJXHHC,金信价值精选混合C,混合型-灵活,JINXINJIAZHIJINGXUANHUNHEC
3540,005119,YHZHNZJZLHPZHHFQA,银华智荟内在价值灵活配置混合发起A,混合型-灵活,YINHUAZHIHUINEIZAIJIAZHILINGHUOPEIZHIHUNHEFAQIA
3541,005120,STMGLHDYZHH,上投摩根量化多因子混合,混合型-灵活,SHANGTOUMOGENLIANGHUADUOYINZIHUNHE
3542,005121,FGXLZQZQ,富国兴利增强债券,债券型-混合债,FUGUOXINGLIZENGQIANGZHAIQUAN
3543,005122,YFDTTLCHBC,易方达天天理财货币C,货币型,YIFANGDATIANTIANLICAIHUOBIC
3544,005123,NFYXFHHHA,南方优享分红混合A,混合型-灵活,NANFANGYOUXIANGFENHONGHUNHEA
3545,005124,YFDHYDKZQFQS,易方达恒益定开债券发起式,债券型-长债,YIFANGDAHENGYIDINGKAIZHAIQUANFAQISHI
3546,005125,HBBPZGAGHLJHZSC,华宝标普中国A股红利机会指数C,指数型-股票,HUABAOBIAOPUZHONGGUOAGUHONGLIJIHUIZHISHUC
3547,005126,YHLHWJHH,银河量化稳进混合,混合型-偏股,YINHELIANGHUAWENJINHUNHE
3548,005127,PAHZDKZ,平安合正定开债,债券型-长债,PINGANHEZHENGDINGKAIZHAI
3549,005128,HXYKTFHHA,华夏永康添福混合A,混合型-偏债,HUAXIAYONGKANGTIANFUHUNHEA
3550,005131,HFTYXHBA,海富通盈鑫货币A,货币型,HAIFUTONGYINGXINHUOBIA
3551,005132,HFTYXHBB,海富通盈鑫货币B,货币型,HAIFUTONGYINGXINHUOBIB
3552,005134,CXCJTHBA,长信长金通货币A,货币型,CHANGXINCHANGJINTONGHUOBIA
3553,005135,CXCJTHBB,长信长金通货币B,货币型,CHANGXINCHANGJINTONGHUOBIB
3554,005136,HAXFSHHHA,华安幸福生活混合A,混合型-偏股,HUAANXINGFUSHENGHUOHUNHEA
3555,005137,CXHS300ZSZQA,长信沪深300指数增强A,指数型-股票,CHANGXINHUSHEN300ZHISHUZENGQIANGA
3556,005138,QHKYHFZQA,前海开源弘丰债券A,债券型-混合债,QIANHAIKAIYUANHONGFENGZHAIQUANA
3557,005139,QHKYHFZQC,前海开源弘丰债券C,债券型-混合债,QIANHAIKAIYUANHONGFENGZHAIQUANC
3558,005140,HXRPTRHHA,华夏睿磐泰荣混合A,混合型-偏债,HUAXIARUIPANTAIRONGHUNHEA
3559,005141,HXRPTRHHC,华夏睿磐泰荣混合C,混合型-偏债,HUAXIARUIPANTAIRONGHUNHEC
3560,005142,ZRHGSDXFZTA,中融沪港深大消费主题A,混合型-灵活,ZHONGRONGHUGANGSHENDAXIAOFEIZHUTIA
3561,005143,ZRHGSDXFZTC,中融沪港深大消费主题C,混合型-灵活,ZHONGRONGHUGANGSHENDAXIAOFEIZHUTIC
3562,005144,DWYYZQA,东吴优益债券A,债券型-混合债,DONGWUYOUYIZHAIQUANA
3563,005145,DWYYZQC,东吴优益债券C,债券型-混合债,DONGWUYOUYIZHAIQUANC
3564,005148,XHHQTLHBE,新华活期添利货币E,货币型,XINHUAHUOQITIANLIHUOBIE
3565,005150,HTCXYCHBA,红土创新优淳货币A,货币型,HONGTUCHUANGXINYOUCHUNHUOBIA
3566,005151,HTCXYCHBB,红土创新优淳货币B,货币型,HONGTUCHUANGXINYOUCHUNHUOBIB
3567,005152,NYHS300ZSC,农银沪深300指数C,指数型-股票,NONGYINHUSHEN300ZHISHUC
3568,005153,NYHLRRXJYXHBC,农银汇理日日鑫交易型货币C,货币型,NONGYINHUILIRIRIXINJIAOYIXINGHUOBIC
3569,005156,JSLHZCPZHHA,嘉实领航资产配置混合A,FOF,JIASHILINGHANGZICHANPEIZHIHUNHEA
3570,005157,JSLHZCPZHHC,嘉实领航资产配置混合C,FOF,JIASHILINGHANGZICHANPEIZHIHUNHEC
3571,005158,CJLYDKZFQS,长江乐盈定开债发起式,债券型-长债,CHANGJIANGLEYINGDINGKAIZHAIFAQISHI
3572,005159,HTBXZHZQA,华泰保兴尊合债券A,债券型-长债,HUATAIBAOXINGZUNHEZHAIQUANA
3573,005160,HTBXZHZQC,华泰保兴尊合债券C,债券型-长债,HUATAIBAOXINGZUNHEZHAIQUANC
3574,005161,HSSYCYGPA,华商上游产业股票A,股票型,HUASHANGSHANGYOUCHANYEGUPIAOA
3575,005162,ZYRYBHBB,中银如意宝货币B,货币型,ZHONGYINRUYIBAOHUOBIB
3576,005164,FRFJHHA,富荣福锦混合A,混合型-偏股,FURONGFUJINHUNHEA
3577,005165,FRFJHHC,富荣福锦混合C,混合型-偏股,FURONGFUJINHUNHEC
3578,005166,JSRHLHDQHH,嘉实润和量化定期混合,混合型-偏债,JIASHIRUNHELIANGHUADINGQIHUNHE
3579,005167,JSRZLHDQHH,嘉实润泽量化定期混合,混合型-偏债,JIASHIRUNZELIANGHUADINGQIHUNHE
3580,005169,HTBXCLJXA,华泰保兴策略精选A,混合型-灵活,HUATAIBAOXINGCELUEJINGXUANA
3581,005170,HTBXCLJXC,华泰保兴策略精选C,混合型-灵活,HUATAIBAOXINGCELUEJINGXUANC
3582,005171,FGJLCZZQ,富国景利纯债债券,债券型-长债,FUGUOJINGLICHUNZHAIZHAIQUAN
3583,005172,TKAYCZ3YDKZQ,泰康安悦纯债3月定开债券,债券型-长债,TAIKANGANYUECHUNZHAI3YUEDINGKAIZHAIQUAN
3584,005175,GSABXFXLHHH,国寿安保消费新蓝海混合,混合型-灵活,GUOSHOUANBAOXIAOFEIXINLANHAIHUNHE
3585,005176,FGJZYLHH,富国精准医疗混合,混合型-灵活,FUGUOJINGZHUNYILIAOHUNHE
3586,005177,HXRPTLHHA,华夏睿磐泰利混合A,混合型-偏债,HUAXIARUIPANTAILIHUNHEA
3587,005178,HXRPTLHHC,华夏睿磐泰利混合C,混合型-偏债,HUAXIARUIPANTAILIHUNHEC
3588,005186,CAXXHHA,长安鑫兴混合A,混合型-灵活,CHANGANXINXINGHUNHEA
3589,005187,CAXXHHC,长安鑫兴混合C,混合型-灵活,CHANGANXINXINGHUNHEC
3590,005188,HFTLHQFGPC,海富通量化前锋股票C,股票型,HAIFUTONGLIANGHUAQIANFENGGUPIAOC
3591,005189,HFTLHQFGPA,海富通量化前锋股票A,股票型,HAIFUTONGLIANGHUAQIANFENGGUPIAOA
3592,005190,DFHHGSHH,东方红沪港深混合(后端),混合型-灵活,DONGFANGHONGHUGANGSHENHUNHE
3593,005193,BXRFDLZQC,北信瑞丰鼎利债券C,债券型-混合债,BEIXINRUIFENGDINGLIZHAIQUANC
3594,005194,NFTTLHBE,南方天天利货币E,货币型,NANFANGTIANTIANLIHUOBIE
3595,005195,BSHFHBA,博时合丰货币A,货币型,BOSHIHEFENGHUOBIA
3596,005196,BSHFHBB,博时合丰货币B,货币型,BOSHIHEFENGHUOBIB
3597,005197,GYHGSJXHHA,工银沪港深精选混合A,混合型-灵活,GONGYINHUGANGSHENJINGXUANHUNHEA
3598,005198,GYHGSJXHHC,工银沪港深精选混合C,混合型-灵活,GONGYINHUGANGSHENJINGXUANHUNHEC
3599,005199,SYJJLHB,上银聚加利货币,货币型,SHANGYINJUJIALIHUOBI
3600,005200,PYASPRCZA,浦银安盛普瑞纯债A,债券型-长债,PUYINANSHENGPURUICHUNZHAIA
3601,005201,PYASPRCZC,浦银安盛普瑞纯债C,债券型-长债,PUYINANSHENGPURUICHUNZHAIC
3602,005202,XYWTYHBB,兴业稳天盈货币B,货币型,XINGYEWENTIANYINGHUOBIB
3603,005206,NFYXCZHHC,南方优选成长混合C,混合型-灵活,NANFANGYOUXUANCHENGZHANGHUNHEC
3604,005207,NFGDZBLHPZHHC,南方高端装备灵活配置混合C,混合型-灵活,NANFANGGAODUANZHUANGBEILINGHUOPEIZHIHUNHEC
3605,005208,GSABAYCZBNDKZ,国寿安保安裕纯债半年定开债,债券型-长债,GUOSHOUANBAOANYUCHUNZHAIBANNIANDINGKAIZHAI
3606,005209,DWSSJGPA,东吴双三角股票A,股票型,DONGWUSHUANGSANJIAOGUPIAOA
3607,005210,DWSSJGPC,东吴双三角股票C,股票型,DONGWUSHUANGSANJIAOGUPIAOC
3608,005211,YHZHHHA,银河智慧混合A,混合型-灵活,YINHEZHIHUIHUNHEA
3609,005212,HAWYZQ,汇安稳裕债券,债券型-混合债,HUIANWENYUZHAIQUAN
3610,005213,HXDWSGYDKZA,华夏鼎旺三个月定开债A,债券型-长债,HUAXIADINGWANGSANGEYUEDINGKAIZHAIA
3611,005214,HXDWSGYDKZC,华夏鼎旺三个月定开债C,债券型-长债,HUAXIADINGWANGSANGEYUEDINGKAIZHAIC
3612,005215,NFQTHCLFOFA,南方全天候策略(FOF)A,FOF,NANFANGQUANTIANHOUCELUEFOFA
